Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn
Male,25.0,3.0,2715.18,4.0,0,0,79201.34,1
Male,59.0,7.0,0.0,3.0,0,0,54994.67,0
Male,24.0,10.0,36398.93,1.0,0,0,29010.01,1
Female,22.0,6.0,148047.16,1.0,0,0,26877.97,1
Female,70.0,10.0,0.0,1.0,0,0,83165.13,1
Male,66.0,6.0,160362.8,2.0,0,0,96210.61,0
Female,27.0,1.0,0.0,2.0,0,0,63602.89,0
Male,56.0,3.0,0.0,3.0,0,0,39426.71,0
Male,38.0,9.0,0.0,3.0,0,0,80879.08,0
Female,51.0,3.0,0.0,2.0,0,0,23669.74,0
Female,65.0,1.0,143264.79,3.0,0,0,145087.68,0
Female,47.0,4.0,0.0,4.0,0,0,136020.98,1
Male,19.0,5.0,50409.21,4.0,0,0,115239.65,0
Male,63.0,3.0,0.0,4.0,0,0,140258.39,0
Male,66.0,3.0,0.0,2.0,0,0,127307.19,1
Female,20.0,10.0,0.0,4.0,0,0,100931.11,1
Female,26.0,6.0,0.0,1.0,0,0,143129.88,1
Male,61.0,4.0,0.0,3.0,0,0,64391.02,0
Female,56.0,2.0,40981.36,3.0,0,0,57589.54,0
Female,52.0,1.0,0.0,1.0,0,0,71955.54,0
Female,48.0,7.0,52297.92,1.0,0,0,26436.64,1
Female,22.0,4.0,0.0,4.0,0,0,29387.71,0
Male,19.0,9.0,153264.62,1.0,0,0,104273.4,1
Female,30.0,3.0,0.0,1.0,0,0,87387.51,1
Male,39.0,7.0,0.0,2.0,0,0,147263.16,0
Male,41.0,8.0,150941.65,4.0,0,0,91012.19,1
Male,29.0,10.0,171374.57,4.0,0,0,54150.41,0
Female,26.0,8.0,144279.36,2.0,0,0,66288.75,0
Female,53.0,1.0,128201.16,4.0,0,0,133578.14,0
Male,24.0,4.0,119121.48,3.0,0,0,40911.84,0
Female,40.0,5.0,0.0,0.0,0,0,141701.2,1
Male,34.0,10.0,107602.11,10.0,0,0,84087.75,1
Female,40.0,1.0,166556.37,1.0,0,0,83950.64,0
Male,44.0,6.0,0.0,2.0,0,0,33886.73,1
Female,38.0,10.0,34937.07,3.0,0,0,109645.8,0
Female,33.0,8.0,0.0,1.0,0,0,62738.82,1
Female,49.0,9.0,0.0,4.0,0,0,29960.91,0
Female,55.0,3.0,0.0,1.0,0,0,142889.92,0
Female,64.0,10.0,163841.8,2.0,0,0,126719.5,0
Male,-5.0,10.0,54237.88,4.0,0,0,36063.64,1
Male,44.0,9.0,64985.07,2.0,0,0,138910.29,0
Female,52.0,8.0,53744.41,2.0,0,0,34773.99,1
Male,28.0,1.0,157557.88,2.0,0,0,39664.36,1
Female,54.0,5.0,151505.71,3.0,0,0,22343.77,0
Male,21.0,6.0,0.0,3.0,0,0,80628.7,1
Male,25.0,5.0,151551.29,2.0,0,0,72471.37,0
Female,28.0,3.0,11014.26,4.0,0,0,24221.2,0
Female,60.0,3.0,0.0,4.0,0,0,22060.74,0
Female,22.0,4.0,13273.24,1.0,0,0,93647.36,1
Male,35.0,1.0,0.0,4.0,0,0,40740.19,0
Male,31.0,3.0,176599.43,1.0,0,0,113997.43,0
Male,49.0,7.0,22918.31,4.0,0,0,22040.47,1
Male,41.0,6.0,52109.18,1.0,0,0,45871.47,0
Female,32.0,6.0,0.0,2.0,0,0,47209.79,1
Female,24.0,7.0,0.0,2.0,0,0,119746.29,0
Male,35.0,2.0,158000.08,2.0,0,0,110026.82,1
Male,53.0,5.0,21862.31,2.0,0,0,93546.46,1
Male,54.0,2.0,72959.86,4.0,0,0,69306.84,0
Male,70.0,2.0,191224.73,2.0,0,0,85413.29,0
Female,22.0,3.0,0.0,2.0,0,0,40690.68,0
Female,57.0,3.0,0.0,1.0,0,0,48739.3,0
Female,26.0,3.0,121736.52,1.0,0,0,113614.47,1
Female,36.0,7.0,35621.5,3.0,0,0,72042.88,0
Male,45.0,5.0,134949.16,1.0,0,0,81488.78,0
Female,54.0,9.0,92945.83,2.0,0,0,132262.38,0
Male,61.0,2.0,185746.14,1.0,0,0,96812.61,0
Female,54.0,6.0,0.0,2.0,0,0,127492.82,1
Female,44.0,1.0,0.0,2.0,0,0,132804.01,0
Female,59.0,2.0,0.0,3.0,0,0,113323.18,0
Male,67.0,9.0,59465.1,3.0,0,0,68324.51,1
Female,65.0,8.0,0.0,1.0,0,0,93528.46,1
Male,45.0,8.0,0.0,4.0,0,0,135523.47,1
Female,33.0,9.0,0.0,1.0,0,0,60893.34,1
Female,23.0,8.0,0.0,1.0,0,0,75418.7,1
Male,26.0,1.0,0.0,4.0,0,0,50873.19,0
Female,53.0,7.0,84880.73,3.0,0,0,73876.43,0
Male,47.0,8.0,21938.69,3.0,0,0,124749.31,0
Female,24.0,6.0,83412.17,1.0,0,0,149913.72,1
Female,24.0,7.0,155398.59,4.0,0,0,144152.98,0
Male,30.0,7.0,0.0,4.0,0,0,90407.6,1
Female,67.0,8.0,101240.17,2.0,0,0,63987.82,0
Female,65.0,9.0,0.0,1.0,0,0,145822.39,1
Male,22.0,9.0,0.0,3.0,0,0,86086.21,0
Male,56.0,5.0,166805.14,2.0,0,0,114544.9,0
Female,34.0,10.0,89147.25,2.0,0,0,77673.95,0
Female,46.0,3.0,0.0,1.0,0,0,75847.47,1
Male,53.0,2.0,119946.99,2.0,0,0,148977.33,0
Male,26.0,4.0,0.0,4.0,0,0,89569.8,1
Male,55.0,6.0,5765.31,2.0,0,0,42673.2,1
Male,58.0,10.0,88282.84,2.0,0,0,104538.24,1
Male,64.0,5.0,0.0,3.0,0,0,52888.72,0
Male,48.0,8.0,0.0,1.0,0,0,46739.34,1
Male,39.0,4.0,0.0,1.0,0,0,98427.93,0
Female,34.0,7.0,187099.25,1.0,0,0,81839.42,0
Male,57.0,3.0,0.0,3.0,0,0,37550.17,0
